params,molecule,choice,fail,time
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,CTOSC(OSCN1OC1)(TC(C2C(=C)C2(C(C)C)))OCX, 38, 4, 32833
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,FTN(I)N1TC[C@H][C@H]S(=O)(=O)[C@](I)T1__, 35, 6, 41312
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,C(F)(ON1C=CCO1)(SCTTOC2(C(C)CC(C)C2)T)SX, 34, 0, 37702
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,C(STSOCC)(CSTSC(C=C1)=[C@@]1R)CC2CC=CTT2, 10987, 5480, 513655
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,CN(N(SCN(CBr)C1)C1(CCl)SCSC2CCTTC2)[C@@]TT, 34, 0, 31732
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 -400 -300 true,BrCC(TSOC(TN=C)(C)(O(SSOC=[C@@](Cl)C#C)))X, 34, 0, 34103
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 true,ClTCCc1c2(TCC(CR)C3(C[TH+]=NN3)SCS2)ccc1Br, 40, 5, 33488
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 -400 -300 true,C(ON1TC(TOT)C(N2SOCC2)=[C@@]1(C#CBr))(I)R, 83, 28, 30629
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 true,XO/C=[N+](N(I)/N=C(TS(C1([C@]T1)X))/C)\S, 152, 62, 45521
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 true,XTS/C=[N+](N(c1cnsn1)COC#CC#[C@]C#CCC)\O, 40, 5, 43773
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 true,CC1(F)C=NSN(Cl)[TH+]=C(COS\N=C/C(I))C1___, 34, 2, 40118
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 -400 -300 true,COC1(N=CSC1)C(N2C(OF)(T)T2)C3(CX)[TH+]T3, 9210, 4591, 615118
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 true,N#[N+]N1[C@@H]ON(c2snnc2S(CCC))CC[C@H]S1, 34, 2, 40251
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 100 200 true,C(C#C(C(CCTTCC)([C@@])CF))=NC1OTC(=T)CT1, 43, 3, 29926
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 true,C1CC(C2TC(C(CCOC#CCOCOCCC3TCTC3))TC2)TC1, 111, 35, 55153
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 true,T[C@@]Cc1c(N2OT[N+]S(=O)(=O)N2(C))cccc1Br, 253, 102, 77828
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 -400 -300 true,O(TCC(OTC(T)C([C@@])=C))C1N(CTCF)C[N+]T1, 588, 278, 54472
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 true,c1nonc1C\C(TN2TOOS[C@](Cl)=C(F)C2)=N/[C@], 35, 2, 35424
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 true,[C@@H]SSc1snc(Br)c1O\C(R)=[N+](N(=CSF))\C, 37, 5, 27971
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 true,ITCc1c[nH]nc1c2snnc2[N+](X)(F)c3c[nH]nc3, 1853, 872, 203325
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -200 -100 true,C(T)CN1CC2(CC(OOC(OSCl))(C3COC=CO3)T2)TC1, 53, 8, 34843
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 true,N1SSOOS[TH+](STCC[C@H]2([C@@](=CI)))C2S1, 79, 27, 33345
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 100 200 true,FC1TC(N(TCTN(R)[C@H](C=[N+])C(C)C)CCT)C1, 58, 12, 43419
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -200 -100 true,ClTC(C(CN1C(STT)[C@@]N1(SC2CC2(=CCl)))R)OX, 43, 5, 36195
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 true,T(C)OC1COC(C(C(C(C(#C))(=C)))CC2OTTT2)T1, 2583, 266, 541833
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 true,[TH3+]\[C@@H]=C(TOS\N=N\[TH+](c1ncoc1))/O, 572, 253, 223628
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 true,F/N=C([C@@]1OC(C(=[TH+]TI))COC1(=NI))\O_, 116, 43, 41566
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 true,TTC\[N+]=C(OO[N+]/[N+](COOC)=C/[C@@H])/S, 34, 3, 42847
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,COTN(C(OC(=CTO(CTC))CC(#C))(C)TBr)C1TC=N1, 1338, 650, 64530
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 100 200 true,FTTC(TCTC(CC)CC1=CC1(C(=[C@@H])CT)(C))OC, 1468, 719, 114909
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -200 -100 true,C(X)(C1(COS(F))C=CCN1(OSC(=CT(CF))))STTF, 145, 57, 26889
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,c1sncc1Tc2onnc2COCS(=O)(=O)/C=[C@@](I)\C, 120, 50, 30445
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 true,CCCC(CC)CTCC1CC(CCCTCCCTCTCOCC2COCC2)CC1, 45, 2, 31835
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,O1CN(SC2(CC(CCN(TC=S)N3C(C)CTC3)O2)CT)C1, 108, 37, 39889
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,S(C1=CCSOO1)C2(C(C(TTTOC)C=NC3N=CC3))CC2, 725, 346, 61616
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,ClCS(=O)(=O)CCN1C(=CCOOC(TCSR)CCC=C)SC=C1, 31, 1, 19823
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 true,[C@H]\N=[N+](N=[C@@H]TC\N=C\N(CSTSCI))/S, 89, 31, 32918
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,FN1CSC2(C(CTX)CC(COCTCX)OC(OCl)(Br)C2)OCC1, 31, 0, 26522
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,[TH3+]C\[N+](S[C@H]SOCOc1nnoc1I)=N/[C@@H], 31, 2, 28310
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 true,C(CTC(C(C(TCCC=CCCOC)=C=COC)C))CCC1TTTC1, 2754, 263, 725341
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,N1(C(C=NTC(T))(I)C2=[C@@H]TOC2(R))COSTC1, 703, 336, 58519
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,C(COC(S(TC1=NCCSC1)))(C(=CTTOCN(=S)))CC_, 7461, 3713, 209331
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 true,Br[C@@H]/[TH+]=C(N1CSC[N+]=C1(T(X)))\[C@], 38, 6, 28603
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,FCN1TN=NCTC2(SOCC(=C(I)C3)C3[C@H]=NO2)T1, 40, 4, 33056
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 true,RS\N=[C@](COc1[nH]nc(N=NX)c1T[C@@])\[C@], 81, 29, 39449
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,N(=N(STOON(C=C(T)C)C(CC)=T))C1C=CN(CF)C1, 36, 1, 29762
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,C(S(C(CTN(N(TCl)C#C)N(N=C[C@@])CC)))OCSCT, 1712, 840, 107391
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,BrC1(CCCC=C1)C(N(TSC)N(C(R))OCCN=CR)SC=O_, 68, 17, 26155
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 true,T(CCCC(CC(C(C(C(C=C(=C))=CCC)))))C1TTTT1, 40, 0, 32400
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 -200 -100 true,CC(OC1OCN=C1(C(SN(=[C@@H]))))(C(TX)TTT)C, 631, 300, 66786
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 -200 -100 true,FCCN(SSCSCCC1CN(CSOCCCC(T))[C@@]C1)C(T)R, 1390, 677, 76250
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 true,ClT\N=[N+](S[N+]/N=N/C1(OCN=C1([C@@])))\T, 46, 11, 41082
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 true,C(C(C(C#CSC=C(COCCCOC=C(C)))T))TCC1TTTC1, 50, 5, 41237
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 true,FT\N=C([N+]Tc1[nH]c2c(N=CN(X)S2)n1)/[C@], 32, 3, 38319
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 -200 -100 true,IC(T(SC#CC#N))(T(C))C=C(CN=C=CSCN(T)F)TX, 1392, 682, 61276
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 true,C(C(C(CSCSC=C(CCCCCCC=C(C)))T))TCC1TTTC1, 41, 0, 31649
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 true,S=Cc1nnsc1C=NOC[N+]2N=C[TH+]=[C@@H]SC=C2, 57, 14, 57003
40 maxMarginal true false 2 1 1800 3750 4250 100 200 true,C1CC(CC2CCTCC2(C(C3CTCOC3)CC4SCSCC4))SC1, 63, 12, 43667
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 -200 -100 true,S(TTTC=NCCC1COS1)N2C(=C3([C@@H]=C3))TT2_, 877, 422, 110634
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 -200 -100 true,CC(T(C(C1N(R)COCO1)=CC2=NC2))(TCCT3)C3T_, 51, 7, 48066
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 true,N1CN(Cl)OOC=C([TH+]S\C(O\N=C\C(F))=C\T)O1, 52, 12, 46599
