params,molecule,choice,fails,time,weight,logp
40 maxMarginal true false 2 1 1800 3750 4250 100 200 1 2 true,C(CC(CCC)COCTC=COCOCTC)COCTCCCOCC1CTCTC1,41,0,123649,3980,107
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 3 2 true,FOC1CC(C2TC(COCC=CC#CC#CC3TTOTC3)CC2)TC1,40,0,95132,3020,-154
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,BrN(R)TS(=O)(=O)Oc1ncnc2c1cccc2c3ccccc3TI,44,13,43213,4999,183
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 2 true,Cc1[nH]nnc1O\[TH+]=C(c2csnc2SN3CC3(F))\T,1748,817,426304,2832,-122
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 2 true,c1cn[nH]c1[TH+]c2nsnc2T\C(C(I)Br)=[TH+]/S,4331,2090,941703,4140,-302
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,C1(COTOOCN1)=[TH+]S[C@H]CO[C@]2(C=C2)TSBr,2784,1322,965816,3271,-292
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,C#[C@@]Cc1[nH]c2c(ST2)c1[C@@](=CI)C(T)OX,1697,798,412338,3140,-157
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,C(OTC([TH+](CX)C/C=N/C)=NT1)C1(R)C[C@]#C,461,206,167329,1770,-301
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,O1S(=O)(=O)SN(F)C2(TC=C[C@H]SSC2)[C@H]1_,45,10,37691,2834,107
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,S1OS(=O)(=O)OOOC(ST[C@@H]2CC2(I))=[C@]1_,639,286,163219,3782,-144
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,FCc1n(c2oc3c(O[N+](X)=[C@]ON3)c2CI)ncc1C,35,4,47293,3899,126
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 2 2 true,N1CTS[C@H]N=C(OOTN2T[C@]([C@]=C)O2)[C@]1,448,200,136208,2151,108
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 3 4 true,C1TC(C(C2CTCTC2)COCC(C(C)COOCC3TCTC3))C1,41,2,103541,2940,-301
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 3 4 true,C1TC(C(C2CTCTC2)COCC(C(C)COOCC3TCTC3))C1,40,1,189250,2940,-301
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,XCN(N=NN=T)c1ccoc1CSc2cccnc2C(CC3(F))N3F,1262,580,496888,3501,323
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,S1C[C@@]2(SN=COTN=C2(Cl))[C@]S[C@@](Br)OS1,259,102,135872,3798,133
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,ClOc1nccn1Oc2c(X)nnnc2[C@]N([C@]C#CC=C)TC,33,1,45610,3175,-121
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,c1snnc1[C@@H][TH+]c2c[nH]nc2N(T(T(T)))CI,712,323,158946,3190,-197
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,TOO\[TH+]=C(Cc1[nH]nc(F)c1[C@]C(T)(X))/S,1784,842,617563,2021,-317
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,ROCTCOOT[TH+](Br)C=CC1(F)C=CC(Br)=N[N+]OC1,600,260,167082,3898,-143
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,[C@@H](O[C@@](=C)C(C)(TBr)OOTR)TOOc1cocc1,335,146,304764,2929,-101
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 1 2 true,C1CC(CC(TCOCCCCOCCTCOCC)CCCCOCTCOCTC)TC1,41,0,125363,4140,-31
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 1 2 true,C(CC(CTC)C#CTCOCOCOCOC)CCCTCCCOCC1CTCTC1,41,1,106249,3960,-105
40 maxMarginal true false 2 1 1800 3750 4250 -200 -100 1 2 true,C(CC(CTC)C#CTCOCOCOCOC)CCCTCCCOCC1CTCTC1,41,1,142830,3960,-105
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,BrOc1[nH]c2c(N([O-])TOCT[TH+]2)c1TOC(CI)C,2952,1412,646134,4028,-335
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,RCc1c2c([N+]SSTTN2)c3(CC3)c1C(I)=N[N+]#N,540,247,180617,3761,148
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,O1C2(CT2)N(ST[N+]=CSN=CN=C=CC#C)N=[C@]C1,261,102,92553,2782,-121
40 maxMarginal true false 2 1 1800 3750 4250 -400 -300 2 2 true,C1CC(CCOCCTCCOCC(CTCOCTCOCCC2TCOTC2))CC1,139,50,122236,3840,-313
40 maxMarginalLDS true false 2 1 1800 3750 4250 -400 -300 2 2 true,C1CC(CC#CCTCCSOC(CTCTCTCOCCC2TOCCC2))OC1,75,8,120787,3821,-325
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,XCOc1[nH]ccc1C/C(SOT([TH+](T)T))=[C@H]/S,346,148,114124,2152,-182
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,Cl\C(c1ncsc1F)=C([TH+]c2[nH]nnc2SCCCCBr)\T,22,0,42933,3956,104
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 3 2 true,C1C(C2CC(COCCTCCTCCTCCCC3CCSCC3)CC2)TCC1,40,1,110199,3781,184
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 4 true,N1=COTC[C@](R)(C[TH+](X)N(I)c2ccon2)TC1_,2786,1327,677795,3059,-311
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,R[TH+][N+](N=O)ON=[C@H]ON(CC1(C2CC2))C1R,247,102,120351,2000,-122
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,S1OO[N+]N=[TH+]N(TN=[C@@](=C(C(I)CBr)))S1,436,196,108425,4110,-329
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 3 4 true,C1TC(C(C2CTCTC2)C(CCCC(C)C)CCC3TCTC3)CC1,39,0,107820,2880,117
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,N1(N=C(X)SN=C[C@@H][C@H]C#CCCCl)TCN=NOCO1,256,103,94568,3016,155
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 1 2 true,C1CC(CC(TCOCCCCOCCTCOCC)CCCCOCTCOCTC)TC1,41,0,70757,4140,-31
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,c1noc(Cl)c1CN=CTSOOC=[TH+]C(S(Br))(F)[N+]F,2065,965,381812,3966,-115
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,c1onnc1S(=O)(=O)N=NT[C@H]([C@](=CCl)I)CCX,699,319,148416,3845,-319
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,[O-]c1oc(O[C@](SS2)C2(OBr)[TH+]X)nc1[TH+],608,267,201894,2861,-356
40 maxMarginalStrength true false 2 1 1800 1750 2250 100 200 3 3 true,T=CC(C1TC(C2TC=CC2)C(C=CC3=CTCC3)=C1)C__,384,173,158997,2220,118
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,O1TSTSC(O\C(SCC\[C@@H]=C/C)=C/T)=[N+]S1_,260,103,109731,2804,152
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,XSC[C@](=C(C(Br))T1)N1C=NO[TH+]S/N=[C@]\S,361,154,114919,3132,-304
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 3 3 true,C#CC(C1TC(C2TC=NC2)C(TTCC3=CTCC3)=C1)C__,51,2,105704,2230,-115
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 100 200 3 4 true,C=CC(C1TC(C2=CTTC2)C(C3CCC3(TTC))=C1)C__,45,3,112015,2120,142
40 maxMarginal true false 2 1 1800 2750 3250 100 200 2 4 true,C1CC(CC(CC(CC(COCCC)C=CCC)C2TTTC2)CT)TC1,46,3,138631,3040,109
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,FTC(C)c1c([C@](=CC([N+]OT)=COT)T2)c2nn1R,1286,598,336379,2090,-178
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 3 3 true,COC1CC(C2TC(CCOCC#CC(CTCC3TTC=C3))C2)TC1,35,0,85891,2860,-102
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,XSTSc1n(F)ncc1[N+]=NC2(CC2)c3ccc(Cl)n3SCCl,599,264,302063,3953,179
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,TO\N=[N+](c1snnc1OST([C@@](=CC2)C2CF))\C,27,1,26360,2752,-49
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,R[TH+]=Cc1nc2c(OON2(T[C@H]=CCSSC=CCI))s1,28,2,42270,4112,102
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 2 4 true,C1CC(C(TCCCC(SOCTCOC(COCTC))C2OCOC2))OC1,493,30,537511,3761,-109
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 4 true,c1sc2c(SCN=NO2)c1OTN(CC3(=C))C3(C)C=NC#N,812,369,358315,3192,154
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 4 true,[N+](F)N(F)CN([C@H]N1(OCC2SS2))[TH+]1N=S,4499,2170,847591,2753,-341
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 2 3 true,C1CC(CC(CC(CC=CTCOCTCOC=COC))C2TCTC2)TC1,40,0,107623,3200,-162
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 2 3 true,C1CC(CC(CC(CC=CTCOCTCOC=COC))C2TCTC2)TC1,40,0,93880,3200,-162
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 3 true,CCC1(N(X)SO1)ON([C@@H]=NTC)[C@@H][C@@]#N,1856,874,530450,2141,102
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,c1onnc1SOTC[C@@]O[C@](C[C@@](C)Cl)=NOC=NF,600,266,270120,3246,114
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,Cl[TH+]TN(C)SSTSc1cc(I)[nH]c1[TH+]=[C@H]Cl,27,1,28045,3982,-126
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,c1cn([C@H])cc1[TH+](TT[TH+]C#CSF)c2nnco2,3611,1739,979727,2221,-308
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,F[C@]T[C@](=T)SSTc1oc(F)cc1N=NC(O(F))SCBr,62,14,39246,3932,118
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 1 3 true,C(CC(C#CC#CC(C#CCOCOCOCC)TTTC1CTCTC1))C_,38,0,86991,3140,-303
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 1 3 true,C(CC(C#CC#CC(C#CCOCOCOCC)TTTC1CTCTC1))C_,38,0,94604,3140,-303
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,S1[N+][C@H]COTN(S[N+](C(X))([C@])O2)N2C1,3232,1545,603136,2242,-194
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,RSN(c1ncn(T)c1C#CC(OC2)C2T)Cc3cc[nH]c3CT,3985,1922,817093,2841,-106
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,N#[C@@]N1[TH+][TH+]TOOC(C(TBr)(CI)O2)C2S1,170,72,55702,3789,-311
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 2 4 true,C1CC(C2TC(C(CC(=CCOCCCCCTCCCTT)))TC2)CC1,41,0,85283,3040,149
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,FTc1snnc1Oc2[nH]nnc2N(C=C)Cc3ccc(C)cc3SI,2785,1324,752827,4871,189
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,C1=N[N+]2([TH+]OCOCTS2)[C@@](I)=NT[C@]C1,45,9,52831,3130,-200
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,c1nn(X)cc1TSSc2snnc2CN=C=C(C)C([C@@H]Cl)F,1066,479,274637,3608,181
40 maxMarginal true false 2 1 1800 1750 2250 100 200 3 3 true,C1CC(C(C2CCTCC2)(C[C@])[C@]3OCTTC3)TC1__,1319,642,542893,2200,120
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 2 3 true,C1CC(C2TC(C(=CC=CCCCCSCCTCTC=CF))TC2)TC1,41,0,74982,3201,193
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 2 3 true,C1CC(C(C(TC=C=C=CC=C)=C=CC2TTCTC2))TC1__,263,20,417153,2220,115
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,N(X)(c1cscn1)N=Cc2nn[nH]c2N=NCc3ccccc3I_,251,101,149530,4350,324
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,I[N+][C@@H](F)c1[nH]nnc1O\N=C(TC2=CT2)/O,113,45,59975,3229,-143
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,RN=[TH+]c1n(c2[nH]c(R)nc2OF)ccc1CCC(C)OR,249,101,109088,2490,-38
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,BrCc1snc(N=CC2TC2)c1CO[C@@H]C=NC(=NSCCl)OX,35,4,57303,4236,187
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,S1[TH+]SC[N+](R)(C(I)[C@](=C)N=NCCCl)TOO1,31,4,25944,3816,-318
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,CCSCSOc1c([TH+]=NN(Br)[N+]C#CCTT)c[nH]c1Cl,34,5,36768,3826,-100
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,C[C@H]c1c(N=NST[C@]2(=[TH+]CC=T))c2nn1TR,724,329,284295,1901,-320
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,N1CTN=CS[C@]([N+]SN=NTT(C=C(C(C))))=C1__,287,117,81428,2422,64
40 maxMarginalStrength true false 2 1 1800 3750 4250 -400 -300 3 2 true,C1C(C2TC(COCC#CCOCCTCOCC3TSOCC3)OC2)OCC1,316,139,171079,3841,-300
40 maxMarginal true false 2 1 1800 2750 3250 100 200 1 3 true,C(CC(C=CC=CC(C=CC=C)CCCCCTTTC1CTCTC1))C_,41,0,109410,2980,157
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,BrTSN=CC[N+]1(N(C)N1)C([C@]#N)[N+][C@@H]I,255,102,106076,4049,-126
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,S([TH3+])Tc1n[nH]c(O/C=C(SCSCOCT)/[C@])c1,569,252,172506,2763,111
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,Clc1sncc1S(=O)(=O)COOC[TH+]T[C@@H][C@@]#N,264,112,67202,2777,-339
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 3 4 true,O=CC(C1TC(C2=CTCC2)C(TC(C3TTOC3))=C1)C__,92,10,135185,2160,-327
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,ClTC1(TN(C(Cl))C1(CSSS[C@]#CTTC))[C@]C=CTBr,1773,827,459400,3912,151
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 3 4 true,TTC1CC(C2TC(CCOCC(CT)CO(C3CTCOC3))C2)OC1,1209,587,217883,2960,-316
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,ClC1(SOOTCT1)N=Cc2nonc2C=[C@@](C(Cl)(C))CT,182,76,59376,3221,136
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,XO\C(c1c2c(N=[C@]CO2)c3(OO3)c1)=C/[C@@H],1058,484,303665,2040,197
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 1 3 true,C1CC(C(#COCCSCTC(CCTCCTCCTCOCCC)CTF))CC1,151,13,161415,3841,-106
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,F/N=C([C@]1SN1(c2c[nH]cc2CCc3snnc3I))\O_,3156,1512,670511,4221,153
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,[C@H][TH+]c1n(R)nnc1OT[C@H]T\C=C(OCCC)\O,263,105,124537,2110,-177
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -400 -300 2 3 true,C1CC(C(TCOCCOCC(CTOCCOCCTCOCC2OOCC2)))C1,1023,107,1163887,3880,-319
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,ROT[C@H]=C[N+](=Nc1c(OI)cc2(CC2)c1OSTX)Cl,345,150,135035,3845,176
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,CO[TH+](N(Cl)C(X)[TH3+])N(TCS1)[C@H]1C=NCR,61,16,32991,2096,-344
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,O1OON=NT[N+]2(TOCC(I)=C(C#C(C))T2)[C@H]1,1788,833,595172,3219,117
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,XCS[TH+]TTc1c(SF)cc(OOCCC2(N(Br)F))c2c1TCl,2813,1337,591908,3916,-103
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 2 true,RSN=Cc1onnc1[C@@]([N+]C2(C3TT3))[C@@H]2F,670,303,262606,2131,-190
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 2 true,Clc1oc(F)cc1Oc2onnc2c3ncc([TH+]OC[TH+])s3,252,104,100048,3176,-145
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,Br[C@H]Tc1[nH]ncc1c2sc3c(SC3)c2SN=C(T)OOC,258,106,97841,3892,179
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,C[N+]=[C@@]=NCON=NON(N=CC1(=C=T))N1[C@H],48,9,31348,2220,-130
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,O1[N+]N(N=S)C(CCSSC2(CCCCBr))=C2OS[TH+]C1,50,12,52707,4183,167
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,[TH3+]TTc1occ(T[N+]=CCC(Br)(C)Cl)c1[C@@H]=S,370,157,159625,2945,108
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,c1cc2(OOTTOO[C@H]2(X))c(R)c1SCC(C)[C@]#N,40,6,40571,2381,101
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 3 true,N1OSSOO[TH+]([C@@]CN(T)[C@]2(X))C2[C@@]1,1073,493,379862,2092,-310
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,O(F)OC[TH+]OCCO[N+]1[TH+]TC(CC#CC=C)SCO1,586,258,183012,2801,-400
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 3 2 true,C1CC(C(CCC#C[C@]2CCC2)=C=CC3TTTTC3)TC1__,68,6,177974,2240,-109
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,c1n(I)cnc1[C@@]=[N+][N+](N=T)SN=C(T(Br))F,620,276,193718,4039,100
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 2 2 true,TN=Cc1oc(Cl)cc1C2S[C@]=CTC[C@@](=T)[TH+]2,864,396,196492,2246,103
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,ClOOTc1c(R)[nH]nc1[N+](N2N=C(C#C)C2(I))=S,128,52,53285,3815,-106
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 2 true,[O-]c1n[nH]nc1N2STCC(CC3(CCl))C3[N+]=NO2_,38,6,54096,2886,-132
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 1 2 true,C#CC(C(C=C=C=C=NCTCTCTCC1TTN=C1))C______,125,46,104726,2240,-341
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,XC1(O[TH+]1)Tc2occc2T/C=C(TSc3ncccc3I)/S,277,115,213586,3881,192
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,O1N(Br)[N+](CC#CSTCl)(OT2)[N+]2[C@]TC1____,35,2,58824,2865,-122
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,FN=NOOSSc1occc1N=CON(Br)C=CC2([C@][C@]2)Br,268,105,99418,4900,376
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 1 4 true,C(C(C1C(C(C=CTC#CTC#CCC=CTC))TTC1))C____,270,20,354398,2240,106
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 2 2 true,C#CC(C1TC(C#CC=CTTOTC2[C@]CCC2)TC1)=C___,47,7,114396,2240,-110
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,C=[N+]c1[nH]cc(I)c1[TH+][C@H]T[C@]CC(X)C,575,252,248888,2889,-192
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,N1CTO[TH+]S[TH+](STO(N(F)(CCl)))[C@@]1___,584,256,188215,2207,-304
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 2 2 true,C1CC(CT)C(CC#CC#CC#CC=CCCOCTC2TTOCC2)TC1,41,0,96278,3080,-158
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 3 4 true,BrN([N+]I)C1C(C(SC2(=NCTR))[TH+]2C3)N3TN1,4314,2079,1185469,3899,-354
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,ROTCTOSOSN1[C@@H]C=[C@@]([C@](=C)(I))CS1,477,214,87015,3772,-150
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,S1COTSOC(=[C@@]C=COT[C@@](=C)TTBr)[C@@H]1,40,6,38986,2951,-314
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,c1snc(CTCl)c1N(C[TH+])C[C@](TOF)(C#N)OC#N,2887,1371,490484,2896,-132
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 1 2 true,O=CC(C(=C=CTTC=CC#CC#CCTCOCOC#CC)TTC1)C1,43,3,133415,2920,-307
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,FSc1sc2c(ON(SBr)N=CST2)c1c3n[nH]cc3C#[C@],306,129,199198,4203,200
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 2 4 true,C1CC(CC(CC(CCTCOC(CC)C2CTCON2)TTTOC))CC1,171,15,213129,3250,-314
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 2 4 true,C1CC(CC(CC(CC(COCTCOC)COF)C2TTTC2)=C)TC1,340,151,182081,3120,-301
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,R[C@@H][N+]N=NCOSTCCC(I)(Br)[C@](=CT1)N1R,453,200,96793,4059,-139
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 1 4 true,C(CC(C1CC(CC(COCC#CTC)CTCOCOCTC)TTC1))C_,41,0,87939,3220,-122
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 1 4 true,C(CC(C1CC(CC(COCC#CTC)CTCOCOCTC)TTC1))C_,41,0,92527,3220,-122
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 1 2 true,C(CC(CCC)COCTC=COCOCTC)COCTCCCOCC1CTCTC1,41,0,127169,3980,107
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,O1[N+]N([C@H][N+]O(N(F)(I)))OT[N+]=CO1__,28,0,27229,3099,-102
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,Br[N+]C(C(T))c1nc(T)c([C@H]CCOc2cnnn2Br)s1,4194,2021,830713,4089,-108
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 4 true,S1N=NCN(N(F)C([C@](C))=N[C@@]#N)TTO1____,4377,2114,1109801,2161,102
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 1 4 true,CTCC(C(=C(CCTC(CCCCC=CCOCTC=CT))C)TC1)C1,41,0,87488,3020,154
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,Fc1oc2c(TOOOON2(OBr))c1[C@]([C@]CC3)=C3SR,193,82,64091,3540,180
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,TCSS[C@@H]1S[C@]STN(O/[C@]=C\C2(CC2))TN1,25,0,35913,2804,158
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,O=CTN(N1N(Cl)SOS[C@]1(=[TH+]))C(R)=[C@@H],6302,3076,1241079,2247,-356
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 1 3 true,ClTCC(C(=C(C=CC=CC=CC=CCTCTC=CTCl)F)TC1)C1,41,0,67885,3250,100
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 2 true,c1scc(X)c1N=NO[C@H]\N=C(TN=C=[C@@H]TR)/C,76,26,41962,2201,149
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,[O-][C@@](Br)=NTC(CTCO(Cl))OCSN(OS1)[C@]1Cl,408,176,90818,3861,-122
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 4 true,O1TSO[N+](T[C@]2(=[C@](=C(F)X)))N2OOC1__,2214,1049,614964,1931,-314
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,[TH3+]N(c1n(S[C@])ccc1[C@]C=NN=CTN=NSC)I_,26,0,38949,3941,-51
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,c1occ(Cl)c1O[N+]OC#CO[C@H]N=C(T([TH+]))CBr,69,20,49214,3234,-170
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 1 3 true,C1CC(CC(TCOC(TCTCCCCCCCCCCCCTCCCC))C)TC1,211,17,174062,3780,307
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,[C@]=C=[C@H]C1(STc2nnn(N(I)Br)n2)CO[C@]T1,4564,2191,840901,4129,-160
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 4 true,RTTN(TC(C(CC1)C1C2)C2CC(SCOOI)=C3)[N+]3R,4318,2078,1200687,3670,32
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,ICO/N=C(c1[nH]c(N(OC2)C2(T))nn1)/[C@@H]_,126,51,61541,3199,-112
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,[TH3+]c1sc(Cl)nc1N=C[TH+](N(C)X)[TH+]OC#N_,1744,818,604142,2176,-355
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,R\N=C(c1[nH]nnc1C2O[N+]N2(CCC3CCSSC3))\C,1239,579,720810,3122,104
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,N#CS/[C@@](CN1C2(STC2)TSN1(SI))=[C@@H]\O,629,278,152120,3893,-116
