params,molecule,choice,fails,time,weight,logp
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,Brc1c([N+]\N=[TH+]/N(C(Br)(Cl)))snc1[C@@]=S,135,54,49902,3785,116
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 2 2 true,C1CC(CTOC(CC#CC#CC#CCOC#C)CTC2TTOCC2)TC1,46,4,80106,3080,-303
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,O(O(Br))SC1C(O/N=C([N+][C@]=N[C@H]T)\O)N1,590,256,187284,3000,-136
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,S(SCl)CTC(C(C(X)F)=S)=NTc1nc[nH]c1O[C@@]Br,62,17,46350,3897,-112
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,[N+]N(SC(R)C1(Br))N1C=N[C@](=NC2)N2C=NC=O,347,151,150635,3190,111
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 2 2 true,C#CC(C1TC(C#CC=CTT[TH+]2OOCCC2)TC1)=C___,38,3,93825,2130,-301
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,TSCC[C@H]Cc1c(C2C(Br)C2)cnn1SSOc3nc[nH]n3,755,341,198145,4182,112
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 2 true,Clc1oc([C@]2=CCN(TCTCOI)[TH+]SO2)nc1[C@]T,1791,840,444288,3875,-327
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,[N+]1(N(TT[C@@H][TH3+])CCN=NOT1)=[C@@]CTBr,510,231,135481,2209,-175
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,FC1(S(=O)(=O)OCCS1)Sc2sccc2CS[N+]=[TH+]Br,195,86,70964,4204,107
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 1 2 true,C#CC(C(C=C=C=C=CTTCTCTCC1TC=NC1))C______,42,1,110536,2230,-167
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,c1[nH]c(X)cc1OOOc2cc[nH]c2[N+](Cl)=NCCN=T,29,2,28061,2805,79
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 2 4 true,C1CC(C(C2CC(CC(C[C@])=C=CTTTC)TC2))TC1__,37,0,104864,2160,127
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,S1OCT[C@H](N(N(Cl)(Br))N2)N2[C@@H]C[C@@H]1,2192,1037,367655,2875,104
40 maxMarginal true false 2 1 1800 1750 2250 100 200 3 4 true,C1CC(C(C2CCTCC2)(C3C(C[C@]OT)TTC3))TC1__,40,0,145288,2200,133
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 2 4 true,C1CC(C2TC(C(CC(=CCOCCCCCTCCCTT)))TC2)CC1,41,0,85776,3040,149
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,N1=C[TH+]N(X)C(=CCCC(Br)Br)[N+]=[C@][C@H]1,47,10,29942,3088,121
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,BrTO[TH+]Tc1sncc1[TH+]Sc2oc(C(Br)C3)c3c2SBr,121,48,56253,4940,3
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,CC/N=[N+](N1TOTTOT[C@]1(=[C@]C=[C@H]))\S,578,251,181927,1861,-114
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,RCc1[nH]ncc1N(Br)CC2(CC2(Br))OTSO[C@@]#COT,210,92,65410,4099,119
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,Fc1snc(N2OTON(CN=C(C#CCF)C#C)T[C@@]T2)c1,86,29,32676,2961,-114
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 2 3 true,C1CC(C2TC(C(=CCCCCCCCOCCTCTC=CF))TC2)TC1,41,0,103384,3200,183
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 3 2 true,CSC1TC(C2TCTC2(CCCCCCCCCCOCCC3TCCC3))TC1,181,19,850493,3641,286
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,CSCTCOc1[nH]c(R)nc1SON([TH3+])[C@](CCCC)C,27,2,50208,3032,105
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 1 4 true,C(CC(C1CC(CC(C#CCOCOCTCTCOC)TTOC)TC1))C_,37,0,89021,3240,-323
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 2 true,c1n[nH]nc1[N+]C(SN2(N3TC3))[TH+]2C#[C@@],1056,479,286820,1931,-388
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 1 4 true,C(CC(C1CC(CC(C#CCOCOCTCTCOC)TTOC)TC1))C_,37,0,96993,3240,-323
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,O1TN=[TH+]TOC(ON=CC#CC=CI)(T)T1_________,43,8,73882,2769,-312
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 2 2 true,C1CC(CCSCCOCCOCC(CTCCCOCTCCC2COCTC2))TC1,41,0,114017,4141,166
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 2 4 true,C1CC(CC(CC(CC(CTCOC)COCOC)C2TTTC2)CC)TC1,46,2,124495,3240,-186
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 2 4 true,C1CC(CC(CC(CC)CTCOC=C(COC)C2TTTC2)CC)TC1,46,3,122804,3060,-113
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,FN=[C@]C1(C=C(Br)TCSO[TH+]1)S/C(T(Br))=C\S,586,257,169337,3941,111
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,TC[N+]=NOOTc1cocc1[C@](I)[C@](=C)S[N+]SF,270,111,120553,4051,-129
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,ClS(=O)(=O)OOc1[nH]ncc1c2sccc2OCC(CCCCl)=O,28,2,41246,4082,151
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 2 2 true,C1CC(CC(CCCTCOCTCOCTCOCTCCC)C2CSCCC2)TC1,45,2,153214,3981,13
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,O1SSOS[TH+]C(N(N=S)[N+]C(=C)C(F)=CBr)=C1_,261,104,76488,3783,22
40 maxMarginal true false 2 1 1800 3750 4250 -200 -100 2 2 true,C1CC(CCOCCTCCOCC(CTCOCTCOCCC2COCTC2))TC1,41,2,92638,3840,-135
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 2 2 true,C1CC(CCTCCOCCOCC(COCOCTCOCCC2CTCTC2))TC1,45,2,94590,3840,-107
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,Xc1oncc1c2occc2SN=[TH+]SCC[TH+](C(#C))CR,270,110,95003,2782,-168
40 maxMarginalLDS true false 2 1 1800 3750 4250 -400 -300 1 2 true,C(CC(COC)CTCOCCCTCOCOC)C#CTCOC#CC1CTCTC1,38,0,102713,3780,-314
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,O(c1c[nH]c(c2oc(TBr)nn2)c1SC=C)S[C@@H]=NX,27,1,51653,3441,281
40 maxMarginal true false 2 1 1800 3750 4250 -400 -300 1 2 true,C(CC(COC)CTCOCCCTCOCOC)C#CTCOC#CC1CTCTC1,38,0,139525,3780,-314
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 4 true,Fc1cc(X)c(Br)c(N2C3([N+]OS3)[TH+]O2)c1TOI,583,253,335808,4209,-135
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 4 true,S1S(=O)(=O)T[N+]=[TH+]N(CN2(I))[C@@H]2N1,244,101,98475,3021,-357
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,c1nnncc1c2[nH]c3c(ON=[N+][C@@]3(Br)(I))c2,320,139,128873,4048,110
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,XC1([N+](TCI)T1)c2nc3c(TN3)n2[C@@][N+]#C,2946,1406,624480,2859,-109
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,N#[N+]TOc1ncsc1S\C=C(N2N=CCC3(C=C3)C2)/T,259,105,146575,2902,230
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 3 3 true,TTC1CC(C2TC(CC#CCOCC#C)(C3OTCTC3)OC2)OC1,282,124,124317,2880,-301
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,BrN=NN=[C@]Tc1n(C)ncc1C([TH+]N=NC2)=C2C=S,36,4,49357,3240,-132
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,O1SSC=NC=C(O/[C@@]=C(X)/[N+]2(N=CS2))N1_,32,0,47189,2613,77
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 1 4 true,C1TC(OC(C(CC(CTCCTCOCC)CCOCTCOC)CTCl))SC1,768,37,888845,3946,-136
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 3 3 true,C#CC(C1TC(C2=CTTC2(C#CC3C=NTTC3))CC1)C__,108,9,126482,2210,-307
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,N(Br)(c1occn1)OOOOCCCSN=[TH+]C#CC#C[C@@H],585,254,161234,3750,-148
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 4 true,S1CTOOTN(T[N+]\[C@]=[C@]/C(SC(=C))(R))C1,4361,2104,1005202,2192,122
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,O(S[C@](=CBr)Cl)C(=NSN1)[TH+]1[C@H]TC=NTR_,42,6,35721,3016,-338
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,c1c[nH]nc1c2c[nH]c(N=T)c2C[TH+](OTTC=T)F,65,22,34052,2030,-306
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,FN(F)OC#C[TH+]=NOTTSSTCCC(CC1(F)(F))=C1Br,615,267,196284,3801,6
40 maxMarginal true false 2 1 1800 2750 3250 100 200 1 4 true,C(CC(C1CC(CC(COCCOCTCCC#CTC=CT))TTC1))C_,41,0,90677,3040,178
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 1 4 true,CTCC(C(=C(CCTC(CCCCC=CCOCTC=CT))C)TC1)C1,41,0,93032,3020,154
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,Brc1[nH]c(Cl)cc1OCCSC2(OC2)N(S[C@H]OS3)N3X,277,114,122635,4177,176
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,S(Cl)[TH+][N+]N(CTTTC1(I))N1[C@]Cc2cscn2_,1760,817,416909,3766,-302
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,IN1[N+]OTOC2(TCC[C@]3(TC3)C(T)=C2)[C@]S1,1321,618,863101,3250,-176
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,N(SC(TX)(T/[TH+]=C\S)[C@@H]CO1)=C1OC#CCT,3312,1592,947261,2142,-131
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,ClC#CC1(ST1)N=C(C=Nc2c[nH]nc2CC#CTCBr)C=NX,1055,477,316222,3795,113
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 1 3 true,ClTCC(C(=C(C=CC=CC=CC=CCTCTC=CTCl)F)TC1)C1,41,0,82369,3250,100
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 3 2 true,c1[nH]nnc1c2n(OCCSI)c(C[TH+]=[N+]N3)c3n2,2993,1434,1006114,3750,-313
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 4 true,S1CN(N2OTOOT[C@]2)C=CC(F)(CC3(CCCCl))N3T1,610,270,384657,3096,135
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 4 true,O1OTC2(SS[C@H]2)TTC(T[TH+](Br)C(#CCF))=N1,494,221,138099,2831,-320
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 1 3 true,C(CC(C#CC#CC(C=CC#COCOC)CTTTC1CTCTC1))C_,41,0,112583,2960,-161
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 1 3 true,C(CC(C#CC#CC(C=CC#COCOC)CTTTC1CTCTC1))C_,41,0,121186,2960,-161
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,ClT[TH+]SON=COC1(TS[TH+]=N1)C(I)C(C(#C))Cl,1608,759,271496,3971,-307
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,R[TH+]OSN=CS(=O)(=O)CC(CCCCC)c1cc(C)oc1X,1048,482,527580,3142,100
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,RS(=O)(=O)OO[TH+]OTSC=CCCCCCCC1CC[C@]=C1,135,58,34849,3172,104
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,O1[N+]N=N[TH+](OCCO\C(Cl)=C\[C@](=C))SOS1,360,154,109331,2857,-346
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,Xc1nnc(c2occ(R)c2C[N+]#CC[TH+]T(T(C)))s1,3229,1549,787985,2191,-109
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 2 3 true,C1CC(CC(CC(CC#CTCOCTCOC=NC))CC2TCTC2)TC1,41,3,88782,3170,-326
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 2 3 true,C1C(C(C=CC#CC(COCOCOCOC)CTC)C2TTTC2)CTC1,572,32,994676,3200,-304
40 maxMarginalStrength true false 2 1 1800 3750 4250 -200 -100 3 2 true,C1C(C2CC(CTCCTCCTCCTCOCC3OCOCC3)OC2)SCC1,146,53,144472,3841,-136
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,S1[N+](F)=C([N+]O[C@@H]OTSN=CCC=NI)N1___,45,8,34777,3791,-124
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,TOTOON(c1c[nH]cc1[C@@])C(Br)N=N[N+]=[C@H],28,1,45453,2899,124
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 4 true,[TH3+]S\C(c1oc(T(X))c(Cl)c1N=NOT)=C\[C@@H],4690,2267,986589,2176,103
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,ClON(I)COCO[C@]CC(C#[C@])(ST[C@]=NO1)C1OR,259,101,76431,4205,-164
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,[N+]c1nc(C#CC/N=C([C@](=C)Cl)\C)nn1TTSOCR,1051,479,279483,2836,-320
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,CN(T)C1(C2(CC2)F)[C@@H]ON(TCCC[TH3+])TOC1,115,44,89615,2170,-195
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 1 3 true,C(C(C(C#CTTTC#CCC=C=C=CTC1TC=CC1)))C____,292,21,329572,2200,112
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,XTSc1onnc1OTSc2c(c3cn(F)cc3)cccc2C(C#C)Br,757,346,218847,4231,197
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,N#CO\N=[N+](c1oc2c(SON2)c1N3OC=C3)/[C@H],1048,481,347032,2661,314
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,N1CS(=O)(=O)CO[C@]=C(OTT\C=[C@]\[C@])C1_,24,0,26126,2131,-136
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,FOCCc1snnc1OOOC(Br)(C2CC2)[C@@][C@@H]TN=S,211,92,80777,4001,116
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,Cc1nsnc1C[C@H]TON2SO[N+]([C@](=C)(I))N2_,199,86,76390,3861,-151
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,S(=O)(=O)(Cl)\N=C(c1nn[nH]c1CTN=T)/[C@@H],21,0,22240,2286,-42
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 1 3 true,C(CC(COCCOCCTCCCCCOCCTCC(CTCTC)C1CCC1))C,164,14,141435,3960,127
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,O1[N+]=[C@H]TN=CC(C2TN2(C(C(SCl)SF)CR))C1,1139,519,277551,2827,-101
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 2 true,Cl[TH+]=[C@H]Oc1oc(c2c(F)nnc3n2nnc3I)cc1T,1549,729,323683,3914,-135
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,ClCSON(T(C1(T)OT1))[TH+]TC=C=[C@][C@H]C#N,1216,561,347961,2176,-318
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 1 2 true,CTCC(C(=C=CTTC#CC=CC=COTC=C=C=CF)TOC1)C1,41,0,70922,2820,114
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,N(=S)C(c1oc(Cl)nc1[N+])T/[TH+]=C(CSTCI)\T,271,108,96946,3756,-143
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,FN=Cc1occ(S(SN=N[C@]C/N=C\C(R)(Cl)))c1CTR,603,263,221821,3207,171
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 2 true,N1[N+]CC[TH+][C@@]=C(N(R)CCCCC)[C@@H]1__,275,115,104993,1830,103
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,Fc1snnc1TS\N=[C@]([C@@](Br)(OCCI)[TH3+])/T,30,1,36149,4250,106
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,[TH3+]c1[nH]nnc1C(T(N2SCT2))O/[C@]=[C@]/O,1044,478,333815,1981,-116
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,RSTS(=O)(=O)TS[C@]N(T[C@]1[C@H][C@@H]1)I,392,177,247239,3192,-187
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,BrTSS(=O)(=O)SOC[C@@]#Cc1[nH]ccc1[C@H]TOCl,23,0,22617,3857,-25
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,IC[N+]N=C=C=Cc1nc(TCN=NCTC[C@](=C))cn1SX,304,125,123789,4000,-325
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,[N+]TSN(I)[C@](=C)C(Cl)=NC(OOS[C@@H]1)N1T,29,2,24295,3816,-169
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 2 3 true,C#CC(C1TC(C2=C(C=C=CTTTTOC)OC2)=C1)=C___,65,14,120523,2100,-107
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 2 true,c1[nH]cnc1[TH+][C@@H]N=N[N+]CSC(T(F))TTC,462,211,292825,2161,107
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 1 3 true,T=CC(C(C(C=C=C=NC1TCTC1)=NCTCTC))C______,54,10,123561,2140,-337
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,c1n(R)ncc1N([O-])[TH+]C=NN=[N+]C(T)(I)CC,264,108,150320,3209,-322
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,S1OCTOS[N+](F)(O\[N+]([C@]CC=CF)=N\C)N1_,33,6,35789,2882,-102
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,S(R)STN=NCON=Nc1ccccc1[C@]=C=C(C[C@@])R_,42,6,44690,2922,356
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,RCN=CSST[N+]#[N+]STCC(CC1(Cl)(C2CC2))=C1X,109,40,90583,3058,106
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 1 3 true,CTCC(C(=C(CTCC#CC#CCOC#CCTCOC=T)C)TC1)C1,91,9,76965,2940,-307
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 4 true,C1(CS1)(Cc2onnc2C3(N(TC)N3)[TH+])S[C@@H],653,288,219017,2432,-115
40 maxMarginalStrength true false 2 1 1800 3750 4250 -200 -100 3 4 true,C1C(C2SC(C(TCC)CCOC(CX)C3COOCC3)OC2)SOC1,67,15,117318,3762,-101
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 4 true,c1sc(c2sc(F)cc2Br)cc1C(X)(OOOC#N)TCO[TH3+],4315,2078,975658,3791,188
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,O=NTc1nnnc(T/[N+](CT(C2CC2(=CBr)))=C\C)n1,4799,2318,958881,2959,-111
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 2 3 true,C1CC(C2TC(C(#CCOCC#CC#CC=CTCTCC))TC2)TC1,40,0,72320,2780,-108
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,[C@@](T[TH+]=T)(=C(OTC)C=NCS[N+]1TSC1)CF,2605,1244,645871,2202,-303
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 2 4 true,C1CC(CC2CCSCC2(C(C(CTCTCOSCF)TCTC)X))SC1,139,13,144862,3783,-121
40 maxMarginal true false 2 1 1800 3750 4250 -200 -100 2 4 true,C1CC(CC2CCSCC2(C(C(CTCTCTCTCOC)Cl)CX))SC1,114,38,112681,3767,-101
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,IOc1[nH]ccc1[N+]T/C=C(SO[TH+](X)TBr)/[C@],107,41,30929,3899,-303
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,C1(O[N+]SOOCC1(Cl)([C@]=CT))(CCS[C@H]F)ST,38,4,32862,3208,120
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,CTSCS(=O)(=O)Sc1scc(I)c1T/[C@@]=[C@@H]\S,251,103,83484,4184,155
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,FT[C@@H]OCTSc1[nH]c(T)c(OCCCl)c1T[C@@H]OR,33,2,30299,2666,24
40 maxMarginal true false 2 1 1800 1750 2250 -200 -100 3 3 true,C1CC(C(C2CCTCC2)(C=C[C@@]C)C3TTTC3)TC1__,39,0,154151,2160,-182
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 3 3 true,C1CC(C(C2CCTCC2)(C=C[C@@]C)C3TTTC3)TC1__,39,0,126785,2160,-182
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,c1n[nH]c(Cl)c1N2SCCSC[N+](T(TCl))=[C@H]2__,4321,2080,782829,2812,151
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 4 true,ClON=C[N+](OBr)c1c(N(S/C(C=C)=N\S)C2)c2no1,34,3,44312,3996,108
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,[TH+](OBr)OC(=CN1(c2nnn(OCl)c2T))[C@@H]1OC,576,254,296132,3114,-152
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,C(N=[N+]1(OC2[TH+]O[C@@H]TO2))N1[C@@]STI,1709,812,418795,3030,-301
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,c1ocnc1c2nsnc2N3OC(CC(F)[C@H]=C)=NCC=NT3,2773,1321,859106,3201,122
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 2 4 true,C1CC(CC(CCCC(CCCC(CCCC)CTC)CC2TCTC2))TC1,152,56,115556,3320,375
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 4 true,XTc1cn(X)c(SOOC#CCc2sccc2OC=C(C(#C))Br)n1,309,131,155150,3941,197
40 maxMarginal true false 2 1 1800 2750 3250 100 200 1 2 true,C(CC(CSC)C#CC=CCC=C=C=C=C)CCCTTTC1CTCTC1,41,0,74676,3241,159
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,CC1(T[C@@H]TT[C@H](T[N+]TSN2C[N+]2)CO1)I,592,258,244835,3010,-334
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,BrSOc1n[nH]c(F)c1c2[nH]cc(X)c2OC3=CTT3___,730,334,373222,3140,106
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,FOCN=C[N+][C@@](=C(I)T)CTOC1=[C@]CSC=NO1,120,45,42483,3860,-316
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,N(X)(C(CC=C)=CCC1(=NCTOSSC=CT))N1[C@@]#N,588,253,175797,2802,176
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -400 -300 2 2 true,C1CC(C(TCTCTCCOCCTCCOCCTCCOCC2OCOC2))CC1,38,1,92772,3840,-311
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,N1C2(TO2)C([TH+]TSTO[TH+]CCC=CC#CC#CBr)N1,292,119,101857,3010,-171
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 1 2 true,C1CC(C(TCOCC#COCOCCOCC#CCTCOCTCCCTF))TC1,37,0,86457,3820,-147
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,CO\[N+]=[N+](C1N(c2nncnc2CT[C@])N1)/[N+],1739,817,669620,2250,-141
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,TSOCc1nc(N(Br)N(N=C=CCCC=C[C@]CCl)R)[nH]n1,263,104,91600,3925,111
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,N(Br)(F)/[TH+]=[N+](COSSc1nccnc1[TH+]C)/T,265,109,64963,3141,-159
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 2 4 true,O=CC(C1TC(C2TC(C(C#CC=T)TC)OT2)OC1)=C___,93,30,107580,2160,-307
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 3 true,R[TH+]C(X)N=COc1noc([C@@])c1CC\C=C(OR)\O,133,55,46468,2250,105
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,BrS(=O)(=O)[C@@]SC#[C@][TH+](TC1(Cl))N1C#N,478,214,97251,2966,-308
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,XTc1onnc1SN=[N+]N=[TH+][C@]([C@](=C=C))I,27,2,30707,3210,-197
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 1 4 true,T=CC(C(C(C=COC=CC1TCTC1))=NT(TC))C______,41,0,94363,2030,-171
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,Cl[N+](F)OSSTOOOSc1ccccc1CC#CC(=C)C(Cl)=NF,46,9,42453,4483,251
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 2 2 true,C1CC(C(C#CC#CTTTTC=C=C[C@@]2CCCC2))TC1__,233,17,303818,2220,102
40 maxMarginalStrength true false 2 1 1800 3750 4250 -400 -300 3 3 true,C1C(C2TC(C(OCCOCCTCOCCl)C3TCTCC3)OC2)SOC1,2845,1405,541784,3786,-301
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 1 4 true,CTCC(C(OC(CCTC(CC#CC#CC#CTC)CTC)Cl)TC1)C1,37,0,69846,3165,-100
40 maxMarginal true false 2 1 1800 3750 4250 100 200 3 4 true,C1CC(CC(CTCOCC2SC(C(SC)CTCC3CCC3)C2))SC1,120,42,160171,3863,177
