params,molecule,choice,fail,time
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 true,Cc1snnc1N(X)/[C@]=[N+](O(T[C@](=C=T)))/O, 275, 119, 753912
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 true,[O-]SN1SON=NC=[C@@](T[N+]([C@@](=C)))O1_, 979, 452, 839928
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,C#COC1(OC(R))CCN(SCS(OC(X)[C@@](=C)T))S1, 45, 10, 201613
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,c1coc(c2[nH]nnn2)c1SS[N+]#CC(I)C#C[TH+]R, 761, 345, 599809
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 true,C1CC(C(CCTCCTCCCCCOCTCOCCCTCC2CCCC2))CC1, 40, 0, 187038
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,C1C(N2C(R)(TOC=C([O-])OC(Br))TSCC2)C=NCT1, 77, 23, 250694
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,C(OOOC(R))(CSTC(TOBr))CC(T(C))C[C@](=C)T_, 111, 40, 176091
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,CCOC1(TCCTC(COC(CBr)CTC2=CSOTT2)CCC)CCO1_, 32, 0, 172357
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 true,C1CC(CC2CCTCC2(CCCCTCOCCSTTC3TCCOC3))SC1, 41, 1, 196414
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,C(CSSO(C1TC1(C(TSOTTCCC2SCC2)Cl)(CCC)))F_, 51, 9, 162134
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,I\C=[C@@](Tc1oncc1[TH+]N=N(SO[C@]OCF))\S, 58, 14, 267058
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 true,C1(C(C(C2CTCC2)COCTCOC=NC)C3OCCCC3)TTTC1, 39, 1, 312932
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,FOC=C(ON(OTF)CC1CCN1)C(TCC(CCl)(CC(T)))TT, 33, 0, 231382
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,C1(SN(C#C)TCCOCC=[C@](=C))N(CT2)N2TTCCS1, 36, 4, 196060
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 true,S=NTS(=O)(=O)/[C@@](R)=[N+](C=CN=O)/[C@], 274, 115, 888963
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 true,Cl/C=[C@]([N+]Sc1oc2c(N=[TH+]OCN2)c1OI)\O, 322, 135, 413585
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 100 200 true,CC1TCSC(N(C[C@]TSR)OC2(TC(CCl))CC2(C))TN1, 38, 1, 149350
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 2750 3250 -400 -300 true,ClC1(OC(CTT)OC1(N2TTTC2(=C)))C(N(OF)CCC)C, 605, 287, 365309
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 100 200 true,C1SC(C(C2SOCS2)C(Br)C(C#CTN=CCCCO(TT)))N1, 40, 1, 207980
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 true,T(C(C(C1C(C(C2CCCTC2)CC=COT)TTC1)))C____, 45, 2, 293506
40 maxMarginal true false 2 1 1800 3750 4250 -400 -300 true,C1CC(CC2CCOCC2(C(TCTCOBr)TTTC3OCCOC3))SC1, 54, 9, 150054
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 1750 2250 -200 -100 true,CCOSN(TOTC1)C1(C(C(C)C(#C(C(#C))))(T)T)T, 65, 16, 193469
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 -200 -100 true,C1CCN(TCCC#CN=NN=C(C(SSCCl)C(OCl)[TH+]))S1, 674, 321, 261982
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 true,c1sc2c(O[TH+]2)c1c3nsnc3[C@@H](R)C#[C@H], 580, 259, 841943
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 true,C1(C(C(C2CTCC2)COCOCTCOCC)C3CCCCC3)TTTC1, 40, 0, 244577
40 maxMarginalStrengthBiasedWheelSelectVal true false 2 1 1800 3750 4250 -200 -100 true,FCS(=O)(=O)C(TON(N(S(C1TCC1(C)))(F))TBr)Br, 819, 397, 213799
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 true,C1(C(C(C2CTCC2)CTCCCCCCCF)C3CCCCC3)TTTC1, 41, 0, 323025
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 true,C1N([TH3+])STC=CC2(OTOC[C@](=CBr)OO2)[N+]1, 587, 255, 825291
40 maxMarginal true false 2 1 1800 3750 4250 100 200 true,C1CC(CC2CCOCC2(CTCCOCTCOCOCC3CCCCC3))SC1, 41, 0, 165586
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 true,N#[C@][TH+]C=C(R)[TH+]TSS[C@@H]N(C=CBr)SR, 42, 7, 253663
