[INFO] Scanning for projects...
[INFO] 
[INFO] -------------------------< minicpbp:minicpbp >--------------------------
[INFO] Building minicpbp 1.0
[INFO]   from pom.xml
[INFO] --------------------------------[ jar ]---------------------------------
[INFO] 
[INFO] --- exec:3.1.0:java (default-cli) @ minicpbp ---
nb eq ; ineq 4 ; 0
maxMarginal
c Warning: method updateBelief not implemented yet for LinEqSystemModP constraint. Using uniform belief instead.
[INFO] Now solving
No restarts
TC=NC(CTCTC=C=CTC=CCCC(C(C)CC))C________ weight of 2450 logP of 0
RSTTC(C#CTC=C)CTC(CCCC(C(C)CC))C________ weight of 2501 logP of 0
CN=NC(C)CTC=CTCTC(CC=CTC(CCCF))C________ weight of 2660 logP of 0
TCCCC(C)CTC=CCCTC=CC=CTC(C(CF))C________ weight of 2640 logP of 0
C(F)C(C=CTC=CSCTC(CC=C)C(CTCF))C________ weight of 2721 logP of 0
O(R)C(C#CTC=C)CTC(CC#C)C(C(CCl))C________ weight of 2365 logP of 0
O(TCC(C(CTCCC#CTCCCC)C)C(CTCX))C________ weight of 2500 logP of 0
S(F)C(C#CTCCC#CTC=CC(C)C(CCCR))C________ weight of 2641 logP of 0
XOCTC(COCTCCC(CTC#CCOC)C(C#CT))C________ weight of 2640 logP of 0
C=CTC(CCCTCCC#CTC(CC=C)C(CTCF))C________ weight of 2620 logP of 0
RTCCC(C(CTCCC(CTC)CCOC)C(C=CF))C________ weight of 2700 logP of 0
T=CCC(CTCTCCC(CTC#CCTC)C(C#CCl))C________ weight of 2625 logP of 0
CTCCC(C)CTCCC(CTC(CC=C=C(C)CX))C________ weight of 2480 logP of 0
RTOTC(C(CTCCC#CTCSCC=C=C(C)CC))C________ weight of 2641 logP of 0
XCTCC(C=CTCCC(CTC)CCCC=C(C=CR))C________ weight of 2460 logP of 0
XC=CC(C)CTCCCTCTC(CCOC=C(C#CT))C________ weight of 2460 logP of 0
TC=NC(C)CTCCCOCTCTCCOC(C(C#CX))C________ weight of 2650 logP of 0
TOOTC(C#CTCCC=CTC=CC#CCC(C=CX))C________ weight of 2420 logP of 0
T=C(C(C=CTCCC)CTC(CC)CSC(COCX))C________ weight of 2681 logP of 0
O(C)C(C#CTCCC#CTC#CC=CCC(CSCT))C________ weight of 2721 logP of 0
TOTSC(C#CTCCC#CTC#CCOC#C(CCCT))C________ weight of 2721 logP of 0
T(F)C(COCTCCC=CTCOCCOCTC(C#CR))C________ weight of 2700 logP of 0
RTN(C(C=CTCCCSCTC)CCOC(C(C)CR))C________ weight of 2711 logP of 0
O=NTC(C#CTCCC#CTC#CC=CCC(C#CR))C________ weight of 2350 logP of 0
T=CCC(C#CTCCC=CTCTCC)CSC(C(CR))C________ weight of 2621 logP of 0
XN(OC(C)CTCCC(CTC=CC)CSC(CTCR))C________ weight of 2711 logP of 0
XCCSC(C#CTCTC=CTC)CC(C=C(C=CR))C________ weight of 2461 logP of 0
CCTOC(C)CTCTC=CTCCCC(C=C(COCR))C________ weight of 2660 logP of 0
XON=C(CSCTCTC=CTC=CC)C(C(C#CR))C________ weight of 2491 logP of 0
XOSOC(C(CTCTC#CTC)CCOC#C(C#CX))C________ weight of 2641 logP of 0
S=NOC(C#CTCTC#CTC#CC#CSC(CTCX))C________ weight of 2732 logP of 0
CN(TC(C=CTCTCTCTC#CCCC)C(C=CC))C________ weight of 2450 logP of 0
CCC=C(C(CTCTC)CTCOCC(C)C(C#CF))C________ weight of 2660 logP of 0
RTC(C(C#CTCTCSCTC)CC=C=C(C#CF))C________ weight of 2481 logP of 0
CCTCC(C#CTCTC(CTC)CC=CCC(C#CF))C________ weight of 2600 logP of 0
TC(OC(C=CTCTC)CTC=CC)CCC(C(CF))C________ weight of 2540 logP of 0
TOCCC(C)CTCTC=CTC(CC#COC(C=CF))C________ weight of 2660 logP of 0
C(OCC(CTCTCTCTCTC=CC)C(C(C)CF))C________ weight of 2560 logP of 0
S(R)C(C)CTCTCOCTC(CCTC(C(C)CF))C________ weight of 2621 logP of 0
C=C(C(C#CTCTCTCTC)CC#CSC(C=CF))C________ weight of 2621 logP of 0
TC=CC(C=CTCTC=CTC#CC)C=C(C(CCl))C________ weight of 2465 logP of 0
S(R)C(CTCTCTC=CTC#CCCC=C(C#CCl))C________ weight of 2646 logP of 0
T(C)C(COCTCTC)CTC#CC=C(C(CCCCl))C________ weight of 2685 logP of 0
C(C=C(CCCTCOCTCTCCCC(C)C(C)CR))C________ weight of 2660 logP of 0
S(T)C(C(CTCOC#CTC#CC(C)C(C)CF))C________ weight of 2541 logP of 0
CTSTC(C=CTCOCTCTC(CC)C=C(C=CC))C________ weight of 2661 logP of 0
T(R)C(COCTCOC(CTC#CC)C=C(C=CC))C________ weight of 2340 logP of 0
ClCN=C(CTCTCOCTCTC=CC(C=C(C)CT))C________ weight of 2695 logP of 0
T(C)C(C)CTCOC(CTC=CCCC=C(CCCC))C________ weight of 2640 logP of 0
RON(C(C=CTCOCTCTC#CCOC=C(C)CX))C________ weight of 2510 logP of 0
XOOOC(C)CTCOC(CTC)CC=C(C(CTCX))C________ weight of 2580 logP of 0
TC(TC(C#CTCOC)CTC=CC)C(C(CCCT))C________ weight of 2340 logP of 0
O(X)C(C)CTCOC(CTC)CC(COC(COCC))C________ weight of 2740 logP of 0
O(CTC(C(CTC#C)CTC)CCCCTC(CSCR))C________ weight of 2681 logP of 0
CC(CC(C=CTC#C)CTC#CCOC#C(COCF))C________ weight of 2740 logP of 0
O(TCC(C=CTC#C)CTC#CC#CTC(CSCR))C________ weight of 2441 logP of 0
FCTCC(CCCTC#C(CTC=CC=CCC(C)CT))C________ weight of 2620 logP of 0
XOOOC(C#CTC#CCCTC#CC)C(C(CCCT))C________ weight of 2600 logP of 0
FC=NC(CTCTC#CCCTCCCC(C)C(CTCT))C________ weight of 2650 logP of 0
C=C=C(COCTC#CTCTC=CC=CTC(CSCR))C________ weight of 2601 logP of 0
FC=NC(C(CTC#COCTC)CC=CCC(C=CR))C________ weight of 2630 logP of 0
CC(=C(C#CTC#CSCTC#CC)C=C(CSCR))C________ weight of 2722 logP of 0
XTCTC(C(CTC#CSCTC#CC)C#C(C=CF))C________ weight of 2461 logP of 0
CTN(C(COCTCSC)CTC=CC)C=C(C(CR))C________ weight of 2691 logP of 0
T(R)C(C=CTCSC=CTC=CC#CTC(CSCC))C________ weight of 2642 logP of 0
FTN(C(C#CTCSCTCTC#CC)C#C(C=CX))C________ weight of 2471 logP of 0
O(R)C(C=CTCSC)CTC(CCOC#C(C=CF))C________ weight of 2701 logP of 0
XTN(C(CTCTCOC#CTCSCC(C(C)CCC)))C________ weight of 2691 logP of 0
RTCCC(C=CTC)C(CTCCCC(C(CCCCC)))C________ weight of 2640 logP of 0
CSN(C(COCTCTC(CTC)CC(C(CTC)C)))C________ weight of 2731 logP of 0
ClTC=C(COCTC#CCCTC(CC(C(C#C)C)))C________ weight of 2645 logP of 0
XN(TC(COCTC=C)CTCCCC(C(C=C=C)))C________ weight of 2350 logP of 0
TOSOC(C#CTCTCOCTC#CC(C(CTC=C)))C________ weight of 2661 logP of 0
C(STC(CCCTCOC)CTC=CC(C(CTC=C)))C________ weight of 2681 logP of 0
RSTTC(C(CTC)C=CTCCCC(C(C)C#CF))C________ weight of 2541 logP of 0
[O-]C(CCCTC)CTCTCCCC(C(C)C(CCl))C________ weight of 2745 logP of 0
C#CTC(C#CTC=C=CTC#CC(C(C)CSCX))C________ weight of 2401 logP of 0
FSC(C(C#CTCOC#CTC)CC(C(C)C=CT))C________ weight of 2661 logP of 0
RCTCC(CCCTCCC#CTC=CC(C(C)C=CF))C________ weight of 2620 logP of 0
[O-]C(CCCTCCCTCTCCCC(C(C)C#CT))C________ weight of 2500 logP of 0
S(CTC(C=CTC#C)CTC)CC(C(C)C(CR))C________ weight of 2361 logP of 0
TCTCC(CSCTC)C(CTC#CC(C(C#C)CR))C________ weight of 2481 logP of 0
C=CTC(CTCTCOCSCTC=CC(C(C=C)CT))C________ weight of 2661 logP of 0
T(SCC(COCTC#C)CTC#CC(C(C=C)CC))C________ weight of 2621 logP of 0
T=C(C(CCCTCTC#CTC)CC(C(C#C)CC))C________ weight of 2280 logP of 0
[C@]C(C#CTCSCTCTC#CC(C(C#C)CF))C________ weight of 2481 logP of 0
CON=C(C#CTCCC)CTC(CC(C(CTC)CF))C________ weight of 2670 logP of 0
O(C)C(C)CTCTCCCTC(CC(C(CSC)CR))C________ weight of 2721 logP of 0
CTTTC(C=CTCOC)CTC(CC(C(CSC)CC))C________ weight of 2701 logP of 0
[O-]C(COCTC)C=CTC#CC(C(COCCCR))C________ weight of 2520 logP of 0
S=CTC(C#CTC)CCCTCTCC(C(COC#CX))C________ weight of 2621 logP of 0
RSC=C(C(CTC)C)CTCCCC(C(COC#CT))C________ weight of 2661 logP of 0
XC(CC(CTCTC=C)CTC)CC(C(C#CTCF))C________ weight of 2360 logP of 0
T(F)C(C)CTC=CTCTCCCC(C(CCC#CC))C________ weight of 2500 logP of 0
T(OTC(C)CTCTCCCTC)CC(C(C#CCCC))C________ weight of 2500 logP of 0
XC(CC(CTCTCOC)CTC)CC(C(C#COCX))C________ weight of 2520 logP of 0
O=COC(C=CTCOC)CTC#CC(C(CCC#CT))C________ weight of 2600 logP of 0
T(T)C(C#CTC#C)CTCSCC(C(COCCCF))C________ weight of 2681 logP of 0
TTOCC(C)CTC#COCTCCCC(C(C=C=CX))C________ weight of 2480 logP of 0
RCN(C(CCCTC)C(CTCTCC(C)C)C(CC))C________ weight of 2530 logP of 0
ClC(=C(CCCTCOC)CTCTCC(C)C=C(CX))C________ weight of 2705 logP of 0
CCCTC(C#CTC#COCTCTCC(C)C=C(CX))C________ weight of 2440 logP of 0
RTN=C(C(CTCOC#CTC)CC(C)CCC(CX))C________ weight of 2350 logP of 0
ROOTC(C)CTCTCCCTC(CC(C)COC(CC))C________ weight of 2720 logP of 0
TON=C(CCCTC)C(CTC=CC(CCC#C(C)))C________ weight of 2470 logP of 0
RN(OC(C)CTCTC(CTC)CC(C=COC(C)))C________ weight of 2410 logP of 0
C=CTC(C#CTCCC=CTCOCC(C#CSC(C)))C________ weight of 2741 logP of 0
FN=CC(CTCTCOCTCTCCCC(CTC#C(C)))C________ weight of 2670 logP of 0
COCTC(CTCTC=C=CTC=CC(CCC)C(CR))C________ weight of 2480 logP of 0
O(T)C(COCTC=COCTCTCC(CCC)C(CC))C________ weight of 2700 logP of 0
T=NOC(CTCTCCC=CTC=CC(C=C)C(CR))C________ weight of 2330 logP of 0
TC#CC(CTCTC#CSCTC#CC(CCC)C(CC))C________ weight of 2721 logP of 0
T=C=C(C#CTCSCOCTCTCC(COC)C(CT))C________ weight of 2661 logP of 0
CN(TC(COCTC)CSCTC)CC(C=C=C(CX))C________ weight of 2691 logP of 0
XOC=C(CSCTC)C=CTC=CC(CTC=C(CX))C________ weight of 2501 logP of 0
S=C=C(C=CTC)CTCTCCCC(CTCCC(CX))C________ weight of 2641 logP of 0
FC(OC(C#CTC)C=CTC)CC(CTCCC(CC))C________ weight of 2660 logP of 0
S(C)C(CTCTC)COCTC=CC(C#COC(CR))C________ weight of 2681 logP of 0
O(TTC(C=CTC=C)CTC)CC(COCSC(CF))C________ weight of 2741 logP of 0
XOTSC(C)CTCOC#CTC=CC(C=CCC(CR))C________ weight of 2661 logP of 0
ClCOOC(CTCTC#C)CTC=CC(CTC#C(CT))C________ weight of 2665 logP of 0
RTCCC(C)CTC#COCTCSCC(C=C=C(CX))C________ weight of 2641 logP of 0
XC#CC(C=CTC=C(CTCTCC(C=COC)CR))C________ weight of 2300 logP of 0
CCOOC(C(CTC=C(CTCTCC(CTC=C)C)))C________ weight of 2520 logP of 0
ClOCTC(CTCTC=C(CTC=CC(CCC#C)CR))C________ weight of 2665 logP of 0
T(R)C(CSCTC=C(CTC=CC(C#C)CTCC))C________ weight of 2341 logP of 0
CC=NC(C#CTC=C(CTC#CC(C)COCOCR))C________ weight of 2590 logP of 0
C=NCC(C=CTC=C(CTCCCC(CTC)COCX))C________ weight of 2630 logP of 0
FTOTC(C#CTC=C(CTC(CC(CTC)C#C)))C________ weight of 2200 logP of 0
CON=C(C=CTC=C(CTC=CC(C)CSC#CR))C________ weight of 2611 logP of 0
TSC=C(C)CTC=C(CTC=CC(C=CSC#CR))C________ weight of 2622 logP of 0
N#CCC(COCTC=C=CTCCCC(C=COC=CR))C________ weight of 2730 logP of 0
C=CTC(C#CTC=C=CTCOCC(C#CSC=CR))C________ weight of 2561 logP of 0
S(N=C(C=CTC=C=CTC#CC(CTC)CCCC))C________ weight of 2591 logP of 0
ROTCC(C#CTC=C=CTC=CC(C=C=COCT))C________ weight of 2280 logP of 0
ClTTCC(COCTC=C=CTC#CC(C#CCC#CR))C________ weight of 2585 logP of 0
C=CCC(C#CTC=C=CTCCCC(C=C=CSCR))C________ weight of 2701 logP of 0
RCOTC(C=CTC=CTCTC(CC(C#CCCOC)))C________ weight of 2480 logP of 0
ROCCC(C)CTC=CTCTC(CC(C=CCC#CR))C________ weight of 2460 logP of 0
C=NTC(COCTC=CCCTCTCC(CCC=C=CX))C________ weight of 2610 logP of 0
FN(TC(C(CTC=CCCTC(CC(C)C)CCC)))C________ weight of 2550 logP of 0
CC(TC(C(CTC=C)CTCOCC(C#CCC)CT))C________ weight of 2480 logP of 0
N(=CC(CCCTC=C)CTC(CC(CTCTCOC)))C________ weight of 2510 logP of 0
RN=NC(COCTC=C)CTC(CC(COCOC#CR))C________ weight of 2660 logP of 0
CN=NC(C(CTC=CSCTC=CC(CTC)C=CR))C________ weight of 2641 logP of 0
XC(OC(C(CTC=CSCTCOCC(C)CTCTC)))C________ weight of 2721 logP of 0
T(OOC(C(CTC#C)CTC(CC(C)C)CCCCl))C________ weight of 2725 logP of 0
XSC=C(C(CTCTC)CTC(CC(C=CSCTC)))C________ weight of 2702 logP of 0
CTN(C(C#CTC)CCCTC(CC(C#C)C#CCl))C________ weight of 2615 logP of 0
RC(TC(C#CTC)COCTC(CC(C)CCCCCR))C________ weight of 2500 logP of 0
XON=C(C#CTCTC=CTC(CC(C)COCSCR))C________ weight of 2671 logP of 0
C(R)C(C#CTCCCSCTC(CC(C)CCC=CR))C________ weight of 2641 logP of 0
T(TOC(C=CTC)COCTC(CC(COC)C#CR))C________ weight of 2380 logP of 0
O(CTC(C)CTCOC#CTC(CC(C)CTCTCC))C________ weight of 2520 logP of 0
C(OOC(CTCTC)COCTC(CC(C#C)CCCT))C________ weight of 2680 logP of 0
O(C=C(COCTCTC#CTC(CC(C)COC)CT))C________ weight of 2520 logP of 0
COC=C(CTCTC)C(CTC=CC(C=COCCCT))C________ weight of 2640 logP of 0
T(R)C(CSCTCOC(CTC=CC(C#C)COCT))C________ weight of 2541 logP of 0
XN(CC(C)CTCSC(CTC=CC(C=C=C=C)))C________ weight of 2491 logP of 0
C(=CC(C(CTCOC)CTC=CC(C)C#COCC))C________ weight of 2620 logP of 0
O(R)C(C(CTC#C)CTC=CC(COCCCCCR))C________ weight of 2500 logP of 0
CTOTC(C(CTCSC=CTC=CC(C=C)COCX))C________ weight of 2681 logP of 0
ClTN(C(C=CTCCC#CTC=CC(COC)C#CX))C________ weight of 2635 logP of 0
T(N=C(C=CTCOC)CTC=CC(CTCOCOCC))C________ weight of 2670 logP of 0
T(CTC(C=CTC#C)CTC=CC(C#CCCSCC))C________ weight of 2581 logP of 0
RC(=C(CCCTCSC)CTC=CC(C=C=C=CT))C________ weight of 2461 logP of 0
XN(OC(C)CTCOCCCTC=CC(COC=CTCT))C________ weight of 2690 logP of 0
RTCOC(CCCTC)C(CTC#CC(C=C=COCR))C________ weight of 2480 logP of 0
C(R)C(COCTCTC(CTC#CC(COC#C)CC))C________ weight of 2480 logP of 0
T=NTC(C(CTC)C#CTC#CC(COC#CCCX))C________ weight of 2270 logP of 0
TCN(C(C#CTCTCCCTC#CC(C)C=C=CF))C________ weight of 2450 logP of 0
T=C=C(C#CTCOCOCTC#CC(C=COC#CCl))C________ weight of 2745 logP of 0
ROCSC(C#CTC#CCCTC#CC(C=CTC#CX))C________ weight of 2541 logP of 0
ClC=CC(C#CTCTC=CTC#CC(C=COCTCT))C________ weight of 2605 logP of 0
T(TOC(C=CTCTC#CTC#CC(C#CCCOC)))C________ weight of 2280 logP of 0
T(C=C(C=CTC#CCCTC#CC(CCC=COC)))C________ weight of 2400 logP of 0
T(CCC(C)CTCOCTCTC#CC(CCC#CCCR))C________ weight of 2600 logP of 0
N#COC(CTCTCCC(CTCCCC(C#CTC=C)))C________ weight of 2590 logP of 0
C(O(C(CTCTCTC)CTCCCC(CCC#C)CR))C________ weight of 2500 logP of 0
RC=NC(CTCTCCC=CTCCCC(CCC=C=CC))C________ weight of 2730 logP of 0
FOC(C(C#CTCCC=CTCCCC(C#CTC)CR))C________ weight of 2620 logP of 0
C(X)C(C(CTC)C#CTCCCC(C#COCOCR))C________ weight of 2480 logP of 0
RSC(C(C#CTC)C#CTCCCC(CCC#CCCT))C________ weight of 2721 logP of 0
T(C(C(C=CTC)COCTCCCC(COC)C#CF))C________ weight of 2680 logP of 0
C=C(C(C(CTCSC)CTCCCC(CTCTC)CX))C________ weight of 2681 logP of 0
XCOOC(C#CTC#C(CTCTCC(CCCCC)CR))C________ weight of 2620 logP of 0
CN=CC(C(CTCCC(CTCTCC(C)COC)CR))C________ weight of 2670 logP of 0
C(=CC(C)CTCOC(CTCTCC(CTC=C)CX))C________ weight of 2360 logP of 0
C(OCC(C(CTC)CTCTCTCC(CTCOC)CC))C________ weight of 2700 logP of 0
FTOOC(C(CTCCC=CTCTCC(CCC=C=C)))C________ weight of 2680 logP of 0
TOTCC(C(CTC#CCCTCTCC(C=C)C=CC))C________ weight of 2460 logP of 0
C(N=C(C#CTC)C=CTCTCC(C#CCCCCT))C________ weight of 2410 logP of 0
ClC(=C(C=CTCOC#CTCTCC(C#C)CTCC))C________ weight of 2625 logP of 0
XOTCC(C=CTCCC(CTCOCC(CTC)C#CC))C________ weight of 2640 logP of 0
[O-]C(C(CTC)C=CTCOCC(C=C=C=CR))C________ weight of 2200 logP of 0
XC#CC(C(CTCCC#CTCOCC(CTC)CTCF))C________ weight of 2640 logP of 0
CC(TC(C(CTCOC)CTCOCC(C#CCC#C)))C________ weight of 2620 logP of 0
C#CTC(C#CTCTC#CTCOCC(C=COCOCC))C________ weight of 2720 logP of 0
O(T(C(C#CTCTC)CTCOCC(C)C=C=CR))C________ weight of 2200 logP of 0
C(CCC(C=CTCTC)CTCOCC(CTC=CTCC))C________ weight of 2640 logP of 0
T(N=C(CCCTCOCTCTCOCC(C=C)C=CT))C________ weight of 2510 logP of 0
CN(OC(C(CTC)CCCTC)CC(C=C=COCX))C________ weight of 2670 logP of 0
TCN(C(C#CTCSC#CTC)CC(COC#CTCT))C________ weight of 2611 logP of 0
XC=CC(C(CTCOC(CTCSCC(C)C=CTC)))C________ weight of 2681 logP of 0
XSC(C(C=CTCTCTCTCSCC(C/C=C\C)))C________ weight of 2702 logP of 0
XTC=C(CSCTCCCCCTCTCC=C(C#C(C)))C________ weight of 2621 logP of 0
TOTSC(CCCTC#C(CTC(CC=C(CTC)C)))C________ weight of 2521 logP of 0
C(CSC(C(CTC)C=CTCOCC=C(C=CTC)))C________ weight of 2661 logP of 0
C(STC(C#CTC=C=CTCTCC=C(C=C)CCl))C________ weight of 2646 logP of 0
ClN=NC(C(CTC)C#CTC#CC=C(CTC=CC))C________ weight of 2605 logP of 0
RN(SC(C(CTC)COCTC)CC=C(C#CCCR))C________ weight of 2671 logP of 0
C(N(C(C)CTC)COCTCTCC=C(COC=CF))C________ weight of 2710 logP of 0
ClTN=C(CTCTCCC#CTC#CC=C(C)C(CF))C________ weight of 2655 logP of 0
XCN=C(C=CTCCC#CTCOCC=C(CTCCCC))C________ weight of 2730 logP of 0
XTC=C(CCCTCTC(CTC=CC=C(CCC)CC))C________ weight of 2460 logP of 0
ClTN=C(C(CTCTC)CTC#CC=C(COCTCF))C________ weight of 2715 logP of 0
FSN=C(CTCTCTC=CTC=CC=C(COC#CX))C________ weight of 2651 logP of 0
C=COC(C(CTCOC#CTCOCC=C(C)C#CR))C________ weight of 2600 logP of 0
TC(OC(CTCTCOC(CTC=CC=C(C)C)CF))C________ weight of 2560 logP of 0
TN=NC(CTCTCOC(CTC#CC=C(C#C)CF))C________ weight of 2480 logP of 0
ROOOC(C=CTC=CTCTC(CC)C(CCC(C)))C________ weight of 2540 logP of 0
TC(OC(C(CTC=CSCTC)CC)C(C#C(C)))C________ weight of 2521 logP of 0
ROCOC(C#CTCTC(CTC(CC)C(C=CSC)))C________ weight of 2681 logP of 0
T(COC(C=CTC=CCCTCCCC)C(C=CTCR))C________ weight of 2480 logP of 0
S=C(C(CTCTC=COCTCTCC)C(C#CTCF))C________ weight of 2681 logP of 0
FN=NC(C(CTC)C#CTCTCC)C(C=C(CC))C________ weight of 2500 logP of 0
C(X)C(CTCTC)CCCTC(CC)C(COC(CX))C________ weight of 2400 logP of 0
C(TTC(C(CTC)CCCTCOCC)C(COCCCT))C________ weight of 2700 logP of 0
TCCOC(CTCTCCC#CTC#CC)C(C#C(CR))C________ weight of 2420 logP of 0
XC=NC(C(CTCCC#CTCTCC)C(CTCCCC))C________ weight of 2610 logP of 0
T(OOC(C)CTCTC(CTCOCC)C(C#CTCCl))C________ weight of 2745 logP of 0
CCOCC(C=CTCOC=CTC#CC)C(C#C(CR))C________ weight of 2580 logP of 0
TCTCC(C#CTC#CCCTCCCC)C(C=C(CX))C________ weight of 2420 logP of 0
FTTSC(C(CTC#CCCTC#CC)C(C)C(CF))C________ weight of 2701 logP of 0
TTN(C(C=CTCSCSCTC#CC)C(C=C=CR))C________ weight of 2652 logP of 0
XSC(C(C#CTCTC)CTCOCCCC(C=C(C)))C________ weight of 2661 logP of 0
TOCSC(CTCTCTC#CTC=CCCC(C=C(C)))C________ weight of 2641 logP of 0
FN=CC(CTCTCTC#CTC)CCCC(C#C(CX))C________ weight of 2470 logP of 0
FTN=C(CTCTC#COCTC=CCCC(CCC=CX))C________ weight of 2630 logP of 0
TC(OC(C=CTCCC=CTCTCCCC(CCC)CX))C________ weight of 2640 logP of 0
CTTCC(C(CTCOC=CTC=CCCC(CCC)CX))C________ weight of 2640 logP of 0
C(F)C(C#CTC#C)CTCTCCCC(CCC(CT))C________ weight of 2480 logP of 0
RC=CC(C#CTCCCTCTCCCCCC(C=CCCT))C________ weight of 2720 logP of 0
TC(CC(C=CTCOC)CTCTCCCC(C=COCT))C________ weight of 2660 logP of 0
N#CCC(C#CTCOCTCTCTCCCC(C#CCCT))C________ weight of 2710 logP of 0
TC(CC(C=CTC=C)CTCTCCCC(C=CTCC))C________ weight of 2460 logP of 0
XC(=C(C#CTCOC#CTC=CCTC(COCTC)))C________ weight of 2300 logP of 0
C=CTC(C=CTC=CCCTC=CCTC(C#COCC))C________ weight of 2560 logP of 0
CN(CC(C#CTC)C)CTC=CCTC(CTC(CR))C________ weight of 2330 logP of 0
T=C(C(C#CTC)C#CTC#CCTC(CCCOCT))C________ weight of 2260 logP of 0
FN(OC(COCTC)C(CTC#CCTC(C)C=CR))C________ weight of 2550 logP of 0
FC=CC(C(CTCTC#CTCOCCTC(CTC)CC))C________ weight of 2660 logP of 0
C(CTC(CCCTC#C)CTC#CCTC(CTCOCF))C________ weight of 2640 logP of 0
TCCOC(C=CTCTC(CTC#CCOC(COCTC)))C________ weight of 2660 logP of 0
XCOCC(C#CTCTC(CTCOCCOC(CTC=C)))C________ weight of 2660 logP of 0
XTC(C(C(CTCOCOCTC)CCOC(COC#C)))C________ weight of 2700 logP of 0
XTC(C(C(CTC=COCTC)CCOC(COC)CT))C________ weight of 2560 logP of 0
CTCTC(C(CTC)C(CTCOCCOC(C)C#CT))C________ weight of 2520 logP of 0
XSN=C(C(CTC=CCCTC=CCOC(C)CTCR))C________ weight of 2671 logP of 0
TTCOC(C#CTC=C(CTC)CCOC(C#CSCR))C________ weight of 2641 logP of 0
O(STC(C#CTCTC=CTC=CCOC(C=C)CF))C________ weight of 2681 logP of 0
TC(CC(COCTC)C(CTC#CC#C(C=C=C)))C________ weight of 2280 logP of 0
CTC(C(C)CTC=C=CTCCCC#C(C=C=CX))C________ weight of 2260 logP of 0
XC(CC(CCCTCOC#CTC)CC#C(C=C=CT))C________ weight of 2420 logP of 0
RON(C(CTCTC=CTCTC)CC#C(C=C=CC))C________ weight of 2310 logP of 0
FOOTC(C=CTC#CCCTCTCC#C(C=C=CF))C________ weight of 2640 logP of 0
XTCCC(C(CTCSC#CTC)CC#C(C=CTCF))C________ weight of 2641 logP of 0
CN=CC(C#CTC#CTCTCOCC#C(C=CSCX))C________ weight of 2711 logP of 0
XTC=C(C=CTCTC#CTCSCC#C(C=CSCC))C________ weight of 2742 logP of 0
TCN(C(CSCTCTCTCTC)CC#C(C=C(C)))C________ weight of 2511 logP of 0
RCOCC(C(CTC#COCTC=CC#C(CCC=C)))C________ weight of 2580 logP of 0
T(CTC(CSCTC)CTCTC(CC#C(CCCOC)))C________ weight of 2681 logP of 0
T=NOC(COCTCOCCCTC#CC#C(CCC#CX))C________ weight of 2730 logP of 0
XCOCC(C#CTC)C(CTC=CC#C(CCC#CR))C________ weight of 2400 logP of 0
T(R)C(C#CTCTCOCTC#CC#C(CCC#CCl))C________ weight of 2445 logP of 0
XOC(C(C)CTCTC#CTC=CC#C(CCC=CT))C________ weight of 2280 logP of 0
TN(CC(C)CTC)COCTC(CC#C(CCCTCT))C________ weight of 2510 logP of 0
RN=NC(C#CTC=C)CTC(CC#C(CCCTCX))C________ weight of 2280 logP of 0
FC=CC(CTCTC=CCCTC(CC#C(CTC#C)))C________ weight of 2440 logP of 0
O(X)C(CTCTC)C(CTC#CC#C(CTC#CCl))C________ weight of 2345 logP of 0
T(TOC(CSCTC=C)CTCOCC#C(COC=CR))C________ weight of 2681 logP of 0
S=CCC(C=CTCTCCCTC=CC#C(COC#CR))C________ weight of 2721 logP of 0
XSC=C(C#CTC=COCTC=CC#C(C#CTCCl))C________ weight of 2746 logP of 0
S(TOC(C#CTC)CTCTCOCC#C(C#CCCX))C________ weight of 2621 logP of 0
ClTC(C(C=CTCTC=CTC)CC#C(C#CCCX))C________ weight of 2465 logP of 0
XC(=C(C=CTCTC#CTC=CCSC(CTCOC)))C________ weight of 2481 logP of 0
RCC(C(C#CTC=COCTC=CCSC(C=C)CR))C________ weight of 2621 logP of 0
RC(=C(C=CTCTCCCTC)CCSC(C#COCR))C________ weight of 2641 logP of 0
C#CTC(C)CTCTC#CTC#CCSC(COC(CT))C________ weight of 2601 logP of 0
FTCTC(CCCTC=CCCTC#CC=CCC=C(CC))C________ weight of 2740 logP of 0
FN(TC(C(CTC)C#CTCCCC=C=CTC(C)))C________ weight of 2350 logP of 0
ClN(OC(C=CTCTCTCTCCCC=C=C)C(CT))C________ weight of 2695 logP of 0
XTCOC(C=CTCOC#CTC#CC=C=CCC(CT))C________ weight of 2420 logP of 0
T(CCC(COCTC#C)CTC#CC=C=COC(CC))C________ weight of 2580 logP of 0
CC#CC(CTCTCTC(CTC=CC=CTCOC(C)))C________ weight of 2460 logP of 0
CCTTC(COCTCCC#CTC#CC=CTC#C(CCl))C________ weight of 2745 logP of 0
RCC(C(C#CTCCCTCTC=CC=CCC#C(C)))C________ weight of 2400 logP of 0
XN(OC(C#CTCOC#CTCOCC=COC)C(CR))C________ weight of 2650 logP of 0
RTTCC(C#CTC#C(CTCOCC=COCCC(C)))C________ weight of 2460 logP of 0
TSTCC(C(CTC)C#CTC(CC#CTC)C(CCl))C________ weight of 2686 logP of 0
ClCOTC(C#CTCOC#CTC(CC)CTC=C(CT))C________ weight of 2665 logP of 0
